Genome-ID,Oral_Taxon-ID,Genus,Species,SubSpecies,Strain,No. Contigs,Total Length,MAG,Assembly Level,GC %,Genus_for_pathogen,is_pathogen
GCA_017167825.1,HMT-084,Kocuria,palustris,,F5_7S_P11C,36,2843288,,Scaffold,70.54,kocuria,0
GCA_001812045.1,HMT-197,Kocuria,rhizophila,,HMSC066H03,8,2772250,,Scaffold,70.56,kocuria,0
GCA_002208685.2,HMT-197,Kocuria,rhizophila,,FDAARGOS_302,1,2697877,,Complete Genome,71.16,kocuria,0
GCA_002861865.1,HMT-197,Kocuria,rhizophila,,UMB0131,8,2833561,,Scaffold,70.45,kocuria,0
GCA_003667225.1,HMT-197,Kocuria,rhizophila,,TA68,195,2701536,,Contig,70.73,kocuria,0
GCA_004563945.1,HMT-197,Kocuria,rhizophila,,4R-31,26,2659245,,Contig,70.7,kocuria,0
GCA_017598955.1,HMT-197,Kocuria,rhizophila,,28R2A-13,31,2414908,,Contig,70.8,kocuria,0
GCA_017723815.1,HMT-197,Kocuria,rhizophila,,28R2A-20,1,2652363,,Chromosome,70.67,kocuria,0
GCA_023373505.1,HMT-197,Kocuria,rhizophila,,Noodlococcus,1,2732108,,Complete Genome,70.6,kocuria,0
GCA_030403625.1,HMT-197,Kocuria,rhizophila,,ZSM2,31,2645906,,Contig,70.78,kocuria,0
GCA_900637835.1,HMT-197,Kocuria,rhizophila,,NCTC8340,1,2697831,,Complete Genome,71.16,kocuria,0
GCA_000023925.1,HMT-855,Kytococcus,sedentarius,,DSM 20547,1,2785024,,Complete Genome,71.63,kytococcus,0
GCA_016127495.1,HMT-855,Kytococcus,sedentarius,,FDAARGOS_1061,1,2783568,,Complete Genome,71.63,kytococcus,0
GCA_016889285.1,HMT-855,Kytococcus,sedentarius,,FDAARGOS_1200,1,2448756,,Complete Genome,72.0,kytococcus,0
GCA_900452405.1,HMT-855,Kytococcus,sedentarius,,NCTC11040,2,2803893,,Contig,71.62,kytococcus,0
GCA_003862475.1,HMT-460,Lachnoanaerobaculum,gingivalis,,KCOM 2030,12,3097953,,Contig,35.87,lachnoanaerobaculum,0
GCA_030008055.1,HMT-460,Lachnoanaerobaculum,gingivalis,,SHL-20230108WGSARO1-L360107582,1,3079059,,Complete Genome,36.14,lachnoanaerobaculum,0
GCA_000242315.1,HMT-082,Lachnoanaerobaculum,orale,,F0431,96,2945844,,Scaffold,37.78,lachnoanaerobaculum,0
GCA_001552975.1,HMT-082,Lachnoanaerobaculum,orale,,DNF00896,82,2919224,,Scaffold,37.73,lachnoanaerobaculum,0
GCA_003862485.1,HMT-082,Lachnoanaerobaculum,orale,,DSM 24553,13,2800999,,Scaffold,37.79,lachnoanaerobaculum,0
GCA_018379055.1,HMT-082,Lachnoanaerobaculum,orale,,L2_013_037G1_dasL2_013_037G1_metabat.metabat.27,43,2679619,yes,Contig,37.59,lachnoanaerobaculum,0
GCA_902477885.1,HMT-082,Lachnoanaerobaculum,orale,,MGYG-HGUT-02638,198,2571408,,Contig,37.53,lachnoanaerobaculum,0
GCA_937890375.1,HMT-082,Lachnoanaerobaculum,orale,,SRR1952558_bin.17_CONCOCT_v1.1_MAG,153,2664875,yes,Contig,37.7,lachnoanaerobaculum,0
GCA_000185385.1,HMT-494,Lachnoanaerobaculum,saburreum,,DSM 3986,37,3082404,,Scaffold,38.77,lachnoanaerobaculum,0
GCA_000257705.1,HMT-494,Lachnoanaerobaculum,saburreum,,F0468,143,3074086,,Contig,36.42,lachnoanaerobaculum,0
GCA_905371645.1,HMT-494,Lachnoanaerobaculum,saburreum,,SRR9217391-mag-bin.16,243,2391254,yes,Contig,36.9,lachnoanaerobaculum,0
GCA_000296385.1,HMT-083,Lachnoanaerobaculum,sp. HMT-083,,OBRC5-5,7,2932121,,Scaffold,37.33,lachnoanaerobaculum,0
GCA_000512995.1,HMT-083,Lachnoanaerobaculum,sp. HMT-083,,MSX33,99,2871049,,Contig,36.21,lachnoanaerobaculum,0
GCA_902485365.1,HMT-083,Lachnoanaerobaculum,sp. HMT-083,,MGYG-HGUT-03381,266,2661892,,Contig,36.3,lachnoanaerobaculum,0
GCA_000287675.1,HMT-430,Lachnoanaerobaculum,sp. HMT-430,,ICM7,38,2779958,,Contig,35.98,lachnoanaerobaculum,0
GCA_018372015.1,HMT-430,Lachnoanaerobaculum,sp. HMT-430,,L3_114_000G1_dasL3_114_000G1_concoct_19,98,2677206,yes,Contig,36.19,lachnoanaerobaculum,0
GCA_937989635.1,HMT-430,Lachnoanaerobaculum,sp. HMT-430,,SRR8114077_bin.22_CONCOCT_v1.1_MAG,234,2997613,yes,Contig,36.29,lachnoanaerobaculum,0
GCA_000209465.1,HMT-441,Lachnoanaerobaculum,sp. HMT-441,,F0167,70,3288100,,Scaffold,35.86,lachnoanaerobaculum,0
GCA_017565785.1,HMT-441,Lachnoanaerobaculum,sp. HMT-441,,Marseille-Q4761,12,3419874,,Scaffold,35.93,lachnoanaerobaculum,0
GCA_003254255.1,HMT-107,Lachnoanaerobaculum,umeaense,,DSM 23576,78,2705257,,Scaffold,34.96,lachnoanaerobaculum,0
GCA_003589745.1,HMT-107,Lachnoanaerobaculum,umeaense,,DSM 23576 = CCUG 58757,1,2810441,,Complete Genome,35.08,lachnoanaerobaculum,0
GCA_902387945.1,HMT-107,Lachnoanaerobaculum,umeaense,,MGYG-HGUT-02522,1,2810441,,Complete Genome,35.08,lachnoanaerobaculum,0
GCA_916444975.1,HMT-107,Lachnoanaerobaculum,umeaense,,DRR214960_bin.3_metaWRAP_v1.1_MAG,1,3017529,yes,Contig,35.1,lachnoanaerobaculum,0
GCA_009771075.1,HMT-924,Lachnocurva,vaginae,,Y2624,28,1603810,,Contig,31.77,lachnocurva,0
GCA_009771085.1,HMT-924,Lachnocurva,vaginae,,Y3255,42,1584131,,Scaffold,31.55,lachnocurva,0
GCA_009771115.1,HMT-924,Lachnocurva,vaginae,,Y2694,27,1515592,,Scaffold,31.51,lachnocurva,0
GCA_009771145.1,HMT-924,Lachnocurva,vaginae,,Y2266,21,1480353,,Scaffold,31.54,lachnocurva,0
GCA_011082265.1,HMT-924,Lachnocurva,vaginae,,UAB071,1,1649642,,Complete Genome,31.83,lachnocurva,0
GCA_946891925.1,HMT-924,Lachnocurva,vaginae,,SRR12830914_bin.3_metaWRAP_v1.3_MAG,30,1504372,yes,Contig,31.3,lachnocurva,0
GCA_946997855.1,HMT-924,Lachnocurva,vaginae,,SRR16916863_bin.6_metaWRAP_v1.3_MAG,24,1734492,yes,Contig,31.03,lachnocurva,0
GCA_947036975.1,HMT-924,Lachnocurva,vaginae,,SRR11293606_bin.1_metaWRAP_v1.3_MAG,15,1527680,yes,Contig,31.33,lachnocurva,0
GCA_947039925.1,HMT-924,Lachnocurva,vaginae,,ERR4705252_bin.2_metaWRAP_v1.3_MAG,11,1587070,yes,Contig,31.09,lachnocurva,0
GCA_947252375.1,HMT-924,Lachnocurva,vaginae,,SRR17635694_bin.12_metaWRAP_v1.3_MAG,17,1566416,yes,Contig,31.43,lachnocurva,0
GCA_003043955.1,HMT-096,Lachnospiraceae [G2],bacterium HMT-096,,F0428,2,2232415,,Contig,39.73,lachnospiraceae [g2],0
GCA_015259645.1,HMT-096,Lachnospiraceae [G2],bacterium HMT-096,,JCVI_32_bin.48,191,1791370,yes,Contig,39.97,lachnospiraceae [g2],0
GCA_018141845.1,HMT-096,Lachnospiraceae [G2],bacterium HMT-096,,F0428,1,2241976,,Chromosome,39.69,lachnospiraceae [g2],0
GCA_018364355.1,HMT-096,Lachnospiraceae [G2],bacterium HMT-096,,L3_114_123G1_dasL3_114_123G1_metabat.metabat.26,44,1926754,yes,Contig,39.89,lachnospiraceae [g2],0
GCA_916439015.1,HMT-096,Lachnospiraceae [G2],bacterium HMT-096,,DRR214959_bin.28_metaWRAP_v1.1_MAG,1,2386140,yes,Contig,39.79,lachnospiraceae [g2],0
GCA_916720085.1,HMT-096,Lachnospiraceae [G2],bacterium HMT-096,,SRR15235658_bin.5_metaWRAP_v1.1_MAG,56,1943189,yes,Contig,40.06,lachnospiraceae [g2],0
GCA_937990535.1,HMT-096,Lachnospiraceae [G2],bacterium HMT-096,,SRR8114010_bin.97_CONCOCT_v1.1_MAG,61,1903605,yes,Contig,39.94,lachnospiraceae [g2],0
GCA_002999035.1,HMT-500,Lachnospiraceae [G8],bacterium HMT-500,,W11650,1,3201383,,Complete Genome,45.33,lachnospiraceae [g8],0
GCA_000615205.1,HMT-568,Lacticaseibacillus,casei,,JCM 1134,178,2780019,,Contig,47.75,lacticaseibacillus,0
GCA_000829055.1,HMT-568,Lacticaseibacillus,casei,,ATCC 393,3,2952961,,Complete Genome,47.88,lacticaseibacillus,0
GCA_002192215.1,HMT-568,Lacticaseibacillus,casei,,LC5,1,3132867,,Complete Genome,47.92,lacticaseibacillus,0
GCA_008868595.1,HMT-568,Lacticaseibacillus,casei,,BIO5773,21,3084211,,Contig,47.94,lacticaseibacillus,0
GCA_015476095.1,HMT-568,Lacticaseibacillus,casei,,MGB0470,1,2940907,,Complete Genome,47.9,lacticaseibacillus,0
GCA_018363095.1,HMT-568,Lacticaseibacillus,casei,,FBL6,1,3138294,,Complete Genome,47.92,lacticaseibacillus,0
GCA_029726355.1,HMT-568,Lacticaseibacillus,casei,,DSM 115425,1,3094327,,Complete Genome,47.94,lacticaseibacillus,0
GCA_029748795.1,HMT-568,Lacticaseibacillus,casei,,DSM 115424,1,3134028,,Complete Genome,47.95,lacticaseibacillus,0
GCA_030770265.1,HMT-568,Lacticaseibacillus,casei,,NCIMB 15471,1,3055873,,Complete Genome,48.02,lacticaseibacillus,0
GCA_030770295.1,HMT-568,Lacticaseibacillus,casei,,NCIMB 15473,1,3134053,,Complete Genome,47.93,lacticaseibacillus,0
GCA_000159495.1,HMT-716,Lacticaseibacillus,paracasei,,ATCC 25302,73,2991737,,Scaffold,48.42,lacticaseibacillus,0
GCA_000194765.1,HMT-716,Lacticaseibacillus,paracasei,,BD-II,2,3127288,,Complete Genome,46.29,lacticaseibacillus,0
GCA_000829035.1,HMT-716,Lacticaseibacillus,paracasei,,JCM 8130,3,3017804,,Complete Genome,46.55,lacticaseibacillus,0
GCA_001433735.1,HMT-716,Lacticaseibacillus,paracasei,,DSM 20011,139,2820682,,Scaffold,46.52,lacticaseibacillus,0
GCA_001436385.1,HMT-716,Lacticaseibacillus,paracasei,,DSM 5622,170,2881963,,Contig,46.5,lacticaseibacillus,0
GCA_004354655.1,HMT-716,Lacticaseibacillus,paracasei,,ATCC 25302,125,3003415,,Scaffold,46.48,lacticaseibacillus,0
GCA_007989125.1,HMT-716,Lacticaseibacillus,paracasei,,NBRC 15889,130,2872191,,Contig,46.51,lacticaseibacillus,0
GCA_012955485.1,HMT-716,Lacticaseibacillus,paracasei,,347-16,3,3219033,,Complete Genome,46.14,lacticaseibacillus,0
GCA_024717335.1,HMT-716,Lacticaseibacillus,paracasei,,VHProbi M56,2,3082467,,Complete Genome,46.37,lacticaseibacillus,0
GCA_025137495.1,HMT-716,Lacticaseibacillus,paracasei,,L1,10,3434047,,Complete Genome,46.14,lacticaseibacillus,0
GCA_000026525.1,HMT-749,Lacticaseibacillus,rhamnosus,,Lc 705,2,3033106,,Complete Genome,46.68,lacticaseibacillus,0
GCA_000418475.1,HMT-749,Lacticaseibacillus,rhamnosus,,LOCK900,1,2883376,,Complete Genome,46.79,lacticaseibacillus,0
GCA_000615245.1,HMT-749,Lacticaseibacillus,rhamnosus,,JCM 1136,63,2934843,,Contig,46.68,lacticaseibacillus,0
GCA_001435405.1,HMT-749,Lacticaseibacillus,rhamnosus,,DSM 20021,38,2949099,,Scaffold,46.82,lacticaseibacillus,0
GCA_001721925.1,HMT-749,Lacticaseibacillus,rhamnosus,,LRB,1,2934954,,Complete Genome,46.78,lacticaseibacillus,0
GCA_002849515.1,HMT-749,Lacticaseibacillus,rhamnosus,,NRRL B-442,111,2974909,,Contig,46.72,lacticaseibacillus,0
GCA_003353455.1,HMT-749,Lacticaseibacillus,rhamnosus,,GG,1,3010116,,Complete Genome,46.69,lacticaseibacillus,0
GCA_007990855.1,HMT-749,Lacticaseibacillus,rhamnosus,,NBRC 3425,190,2909187,,Contig,46.6,lacticaseibacillus,0
GCA_900636965.1,HMT-749,Lacticaseibacillus,rhamnosus,,NCTC13764,1,2988387,,Complete Genome,46.76,lacticaseibacillus,0
GCA_001433755.1,HMT-883,Lactiplantibacillus,pentosus,,DSM 20314,60,3647705,,Scaffold,46.58,lactiplantibacillus,0
GCA_003627295.1,HMT-883,Lactiplantibacillus,pentosus,,ZFM222,5,3701596,,Complete Genome,46.15,lactiplantibacillus,0
GCA_003641185.1,HMT-883,Lactiplantibacillus,pentosus,,DSM 20314,2,3671373,,Complete Genome,46.34,lactiplantibacillus,0
GCA_004354685.1,HMT-883,Lactiplantibacillus,pentosus,,ATCC 8041,42,3701834,,Scaffold,46.32,lactiplantibacillus,0
GCA_007991835.1,HMT-883,Lactiplantibacillus,pentosus,,NBRC 106467,213,3541994,,Contig,46.34,lactiplantibacillus,0
GCA_023823145.1,HMT-883,Lactiplantibacillus,pentosus,,9D3,7,3812583,,Complete Genome,46.09,lactiplantibacillus,0
GCA_023972895.1,HMT-883,Lactiplantibacillus,pentosus,,KW1,5,3860943,,Complete Genome,45.99,lactiplantibacillus,0
GCA_025398935.1,HMT-883,Lactiplantibacillus,pentosus,,68-1,6,3583752,,Complete Genome,46.35,lactiplantibacillus,0
GCA_026222675.1,HMT-883,Lactiplantibacillus,pentosus,,OHF 23,1,3622037,,Complete Genome,46.41,lactiplantibacillus,0
GCA_030480485.1,HMT-883,Lactiplantibacillus,pentosus,,LB-1,9,3796630,,Complete Genome,46.15,lactiplantibacillus,0
GCA_000143745.1,HMT-861,Lactiplantibacillus,plantarum,,ATCC 14917,9,3212261,,Scaffold,44.71,lactiplantibacillus,0
GCA_000615325.1,HMT-861,Lactiplantibacillus,plantarum,,JCM 1149,39,3209456,,Contig,44.46,lactiplantibacillus,0
GCA_001434175.1,HMT-861,Lactiplantibacillus,plantarum,,CGMCC 1.2437,48,3208905,,Scaffold,44.48,lactiplantibacillus,0
GCA_001435215.1,HMT-861,Lactiplantibacillus,plantarum,,DSM 16365,210,3186310,,Scaffold,45.03,lactiplantibacillus,0
GCA_003627355.1,HMT-861,Lactiplantibacillus,plantarum,,ZFM4,4,3303780,,Complete Genome,44.5,lactiplantibacillus,0
GCA_003641165.1,HMT-861,Lactiplantibacillus,plantarum,,DSM 16365,6,3350338,,Complete Genome,44.97,lactiplantibacillus,0
GCA_007989145.1,HMT-861,Lactiplantibacillus,plantarum,,NBRC 15891,60,3191823,,Contig,44.47,lactiplantibacillus,0
GCA_007991855.1,HMT-861,Lactiplantibacillus,plantarum,,NBRC 106468,165,3128971,,Contig,45.07,lactiplantibacillus,0
GCA_014131735.1,HMT-861,Lactiplantibacillus,plantarum,,DSM 20174,2,3250154,,Complete Genome,44.5,lactiplantibacillus,0
GCA_900452585.1,HMT-861,Lactiplantibacillus,plantarum,,NCTC13644,12,3249549,,Contig,44.5,lactiplantibacillus,0
GCA_000469705.1,HMT-529,Lactobacillus,acidophilus,,CIP 76.13,34,1951821,,Scaffold,34.66,lactobacillus,0
GCA_000615165.1,HMT-529,Lactobacillus,acidophilus,,JCM 1132,26,1947720,,Contig,34.58,lactobacillus,0
GCA_000786395.1,HMT-529,Lactobacillus,acidophilus,,ATCC 4356,20,1956698,,Contig,34.59,lactobacillus,0
GCA_001433895.1,HMT-529,Lactobacillus,acidophilus,,DSM 20079,30,1954043,,Scaffold,34.6,lactobacillus,0
GCA_001591845.1,HMT-529,Lactobacillus,acidophilus,,NBRC 13951,18,1955274,,Contig,34.59,lactobacillus,0
GCA_002286215.1,HMT-529,Lactobacillus,acidophilus,,LA1,1,1991195,,Complete Genome,34.7,lactobacillus,0
GCA_003047065.1,HMT-529,Lactobacillus,acidophilus,,DSM 20079,1,2009973,,Complete Genome,34.72,lactobacillus,0
GCA_024665075.1,HMT-529,Lactobacillus,acidophilus,,LA-2,1,2030963,,Complete Genome,34.72,lactobacillus,0
GCA_025665255.1,HMT-529,Lactobacillus,acidophilus,,NC56,1,2031081,,Complete Genome,34.72,lactobacillus,0
GCA_001434005.1,HMT-817,Lactobacillus,crispatus,,DSM 20584,150,2057071,,Scaffold,36.61,lactobacillus,0
GCA_002088015.1,HMT-817,Lactobacillus,crispatus,,ATCC 33820,129,2069542,,Scaffold,36.64,lactobacillus,0
GCA_003971565.1,HMT-817,Lactobacillus,crispatus,,AB70,2,2367925,,Complete Genome,37.26,lactobacillus,0
GCA_013487905.1,HMT-817,Lactobacillus,crispatus,,1D,1,2349358,,Complete Genome,36.93,lactobacillus,0
GCA_018987235.1,HMT-817,Lactobacillus,crispatus,,ATCC 33820,1,2239089,,Complete Genome,37.0,lactobacillus,0
GCA_020042125.1,HMT-817,Lactobacillus,crispatus,,Lc1226,1,2526154,,Complete Genome,37.12,lactobacillus,0
GCA_027271175.1,HMT-817,Lactobacillus,crispatus,,Lcr-MH175,1,2471292,,Complete Genome,37.24,lactobacillus,0
GCA_029011155.1,HMT-817,Lactobacillus,crispatus,,VSI04,1,2322225,,Complete Genome,37.33,lactobacillus,0
GCA_029011475.1,HMT-817,Lactobacillus,crispatus,,VSI24,2,2269013,,Complete Genome,37.2,lactobacillus,0
GCA_000014425.1,HMT-615,Lactobacillus,gasseri,,ATCC 33323,1,1894360,,Complete Genome,35.26,lactobacillus,0
GCA_000615125.1,HMT-615,Lactobacillus,gasseri,,JCM 1131,20,1823247,,Contig,35.01,lactobacillus,0
GCA_008868295.1,HMT-615,Lactobacillus,gasseri,,ATCC 33323,34,1824918,,Contig,35.02,lactobacillus,0
GCA_017638885.1,HMT-615,Lactobacillus,gasseri,,HL20,3,1989082,,Complete Genome,35.03,lactobacillus,0
GCA_029011785.1,HMT-615,Lactobacillus,gasseri,,VSI07,2,1815045,,Complete Genome,35.12,lactobacillus,0
GCA_029823575.1,HMT-615,Lactobacillus,gasseri,,DSM 20243,26,1825792,,Contig,35.01,lactobacillus,0
GCA_900452355.1,HMT-615,Lactobacillus,gasseri,,NCTC13722,3,1899682,,Contig,35.17,lactobacillus,0
GCA_000160875.1,HMT-838,Lactobacillus,iners,,DSM 13335,12,1277649,,Scaffold,32.95,lactobacillus,0
GCA_001435015.1,HMT-838,Lactobacillus,iners,,DSM 13335,58,1267657,,Contig,32.52,lactobacillus,0
GCA_009857205.1,HMT-838,Lactobacillus,iners,,Indica1,1,1331119,,Contig,33.2,lactobacillus,0
GCA_010748955.1,HMT-838,Lactobacillus,iners,,KY,1,1339101,,Complete Genome,33.35,lactobacillus,0
GCA_011058695.1,HMT-838,Lactobacillus,iners,,C0094A1,2,1474256,,Complete Genome,33.19,lactobacillus,0
GCA_011058715.1,HMT-838,Lactobacillus,iners,,C0059G1,1,1379123,,Complete Genome,33.27,lactobacillus,0
GCA_011058735.1,HMT-838,Lactobacillus,iners,,C0011D1,2,1503611,,Complete Genome,33.26,lactobacillus,0
GCA_011058755.1,HMT-838,Lactobacillus,iners,,C0210C1,2,1507452,,Complete Genome,33.2,lactobacillus,0
GCA_011058775.1,HMT-838,Lactobacillus,iners,,C0322A1,1,1318700,,Complete Genome,33.09,lactobacillus,0
GCA_011058795.1,HMT-838,Lactobacillus,iners,,C0254C1,1,1314822,,Complete Genome,33.02,lactobacillus,0
GCA_000155915.2,HMT-839,Lactobacillus,jensenii,,1153,1,1746219,,Scaffold,34.86,lactobacillus,0
GCA_001436455.1,HMT-839,Lactobacillus,jensenii,,DSM 20557,99,1610627,,Scaffold,34.34,lactobacillus,0
GCA_001936235.1,HMT-839,Lactobacillus,jensenii,,SNUV360,1,1672949,,Complete Genome,34.44,lactobacillus,0
GCA_018094625.1,HMT-839,Lactobacillus,jensenii,,ATCC 25258,44,1616878,,Contig,34.33,lactobacillus,0
GCA_022454195.1,HMT-839,Lactobacillus,jensenii,,DZD_CM_38_S806-bin_1,27,1594674,yes,Scaffold,34.07,lactobacillus,0
GCA_022454245.1,HMT-839,Lactobacillus,jensenii,,DZD_CM_35_S803-bin_1,25,1529884,yes,Scaffold,34.03,lactobacillus,0
GCA_000008065.1,HMT-819,Lactobacillus,johnsonii,,NCC 533,1,1992676,,Complete Genome,34.61,lactobacillus,0
GCA_000159355.1,HMT-819,Lactobacillus,johnsonii,,ATCC 33200,32,1780499,,Scaffold,34.74,lactobacillus,0
GCA_000219475.3,HMT-819,Lactobacillus,johnsonii,,pf01,3,1973006,,Complete Genome,34.66,lactobacillus,0
GCA_001433975.1,HMT-819,Lactobacillus,johnsonii,,ATCC 33200,37,1773599,,Contig,34.43,lactobacillus,0
GCA_001714745.1,HMT-819,Lactobacillus,johnsonii,,BS15,2,2159316,,Complete Genome,34.84,lactobacillus,0
GCA_002176835.1,HMT-819,Lactobacillus,johnsonii,,UMNLJ22,3,2042390,,Complete Genome,35.09,lactobacillus,0
GCA_003428395.1,HMT-819,Lactobacillus,johnsonii,,IDCC9203,1,1898461,,Complete Genome,34.72,lactobacillus,0
GCA_010586925.1,HMT-819,Lactobacillus,johnsonii,,G2A,3,2177933,,Complete Genome,34.54,lactobacillus,0
GCA_013487865.1,HMT-819,Lactobacillus,johnsonii,,3DG,1,1995616,,Complete Genome,34.41,lactobacillus,0
GCA_014841035.1,HMT-819,Lactobacillus,johnsonii,,GHZ10a,3,2015225,,Complete Genome,35.0,lactobacillus,0
GCA_000159415.1,HMT-461,Lactobacillus,ultunensis,,DSM 16047,48,2248406,,Scaffold,38.27,lactobacillus,0
GCA_001436305.1,HMT-461,Lactobacillus,ultunensis,,DSM 16047,105,2161766,,Contig,35.95,lactobacillus,0
GCA_016647595.1,HMT-461,Lactobacillus,ultunensis,,Kx293C1,2,2246389,,Complete Genome,36.05,lactobacillus,0
GCA_902374155.1,HMT-461,Lactobacillus,ultunensis,,MGYG-HGUT-01335,48,2248406,,Scaffold,38.27,lactobacillus,0
GCA_000615405.1,HMT-804,Lactococcus,lactis,,JCM 5805,88,2527003,,Contig,35.23,lactococcus,0
GCA_000835975.1,HMT-804,Lactococcus,lactis,,JCM 5805,88,2545792,,Contig,35.24,lactococcus,0
GCA_001456385.1,HMT-804,Lactococcus,lactis,,ATCC 19435,171,2547291,,Contig,35.29,lactococcus,0
GCA_001514475.1,HMT-804,Lactococcus,lactis,,NBRC 100933,40,2547623,,Contig,35.24,lactococcus,0
GCA_002441815.1,HMT-804,Lactococcus,lactis,,ATCC 19435,76,2463410,,Contig,35.23,lactococcus,0
GCA_004354485.1,HMT-804,Lactococcus,lactis,,ATCC 19435,82,2627820,,Scaffold,35.45,lactococcus,0
GCA_009663915.1,HMT-804,Lactococcus,lactis,,NCDO176,120,2445329,,Contig,35.1,lactococcus,0
GCA_017821195.2,HMT-804,Lactococcus,lactis,,DRC3,7,2641059,,Complete Genome,35.11,lactococcus,0
GCA_029023865.1,HMT-804,Lactococcus,lactis,,DSM 20481,3,2590459,,Complete Genome,35.38,lactococcus,0
GCA_900099625.1,HMT-804,Lactococcus,lactis,,ATCC 19435,51,2514221,,Scaffold,35.24,lactococcus,0
GCA_000024225.1,HMT-723,Lancefieldella,parvula,,DSM 20469,1,1543805,,Complete Genome,45.69,lancefieldella,0
GCA_902480595.1,HMT-723,Lancefieldella,parvula,,MGYG-HGUT-02908,13,1338544,,Contig,45.43,lancefieldella,0
GCA_905371835.1,HMT-723,Lancefieldella,parvula,,SRR9217392-mag-bin.20,188,1047741,yes,Contig,46.15,lancefieldella,0
GCA_937923135.1,HMT-723,Lancefieldella,parvula,,ERR589666_bin.30_CONCOCT_v1.1_MAG,20,1536504,yes,Contig,45.63,lancefieldella,0
GCA_000174015.1,HMT-750,Lancefieldella,rimae,,ATCC 49626,9,1626291,,Contig,49.26,lancefieldella,0
GCA_001438885.1,HMT-750,Lancefieldella,rimae,,DSM 7090,9,1629936,,Scaffold,49.34,lancefieldella,0
GCA_001813205.1,HMT-750,Lancefieldella,rimae,,HMSC064B08,18,1592142,,Scaffold,49.14,lancefieldella,0
GCA_015354135.1,HMT-750,Lancefieldella,rimae,,JCVI_32_bin.21,34,1581027,yes,Contig,49.58,lancefieldella,0
GCA_000411555.1,HMT-199,Lancefieldella,sp. HMT-199,,F0494,2,1665560,,Scaffold,51.96,lancefieldella,0
GCA_905373115.1,HMT-199,Lancefieldella,sp. HMT-199,,SRR9217449-mag-bin.6,28,1652381,yes,Contig,51.98,lancefieldella,0
GCA_949152215.1,HMT-199,Lancefieldella,sp. HMT-199,,Marseille-Q7238,1,1599921,,Complete Genome,51.9,lancefieldella,0
GCA_959025365.1,HMT-199,Lancefieldella,sp. HMT-199,,ERR10149248_bin.7_MetaWRAP_v1.3_MAG,79,1625686,yes,Contig,52.29,lancefieldella,0
GCA_003892345.1,HMT-409,Lautropia,dentalis,,KCOM 2505,12,3827229,,Scaffold,65.12,lautropia,0
GCA_915068305.1,HMT-409,Lautropia,dentalis,,SRR2037090_bin.20_metaWRAP_v1.1_MAG,224,3475311,yes,Contig,65.06,lautropia,0
GCA_938003205.1,HMT-409,Lautropia,dentalis,,SRR2037089_bin.59_CONCOCT_v1.1_MAG,254,3655831,yes,Contig,65.0,lautropia,0
GCA_000186425.1,HMT-022,Lautropia,mirabilis,,ATCC 51599,8,3151925,,Scaffold,65.74,lautropia,0
GCA_015254855.1,HMT-022,Lautropia,mirabilis,,JCVI_39_bin.14,215,3096132,yes,Scaffold,65.59,lautropia,0
GCA_015254865.1,HMT-022,Lautropia,mirabilis,,JCVI_47_bin.7,170,3045803,yes,Contig,65.63,lautropia,0
GCA_028462385.1,HMT-022,Lautropia,mirabilis,,SCCH130 Lau2261318,10,3080931,,Contig,65.6,lautropia,0
GCA_030824905.1,HMT-022,Lautropia,mirabilis,,RAGGC_297,152,3187093,,Scaffold,65.26,lautropia,0
GCA_900637555.1,HMT-022,Lautropia,mirabilis,,NCTC12852,1,3172010,,Complete Genome,65.48,lautropia,0
GCA_905373045.1,HMT-022,Lautropia,mirabilis,,SRR9217430-mag-bin.2,68,3015813,yes,Contig,65.7,lautropia,0
GCA_916049875.1,HMT-022,Lautropia,mirabilis,,ERR2765003_bin.2_metaWRAP_v1.1_MAG,235,2922232,yes,Contig,65.85,lautropia,0
GCA_938046545.1,HMT-022,Lautropia,mirabilis,,ERR589467_bin.38_CONCOCT_v1.1_MAG,22,3112992,yes,Contig,65.53,lautropia,0
GCA_947097835.1,HMT-022,Lautropia,mirabilis,,SRR8786261_bin.10_metaWRAP_v1.3_MAG,211,2980196,yes,Contig,65.67,lautropia,0
GCA_001281505.1,HMT-173,Lawsonella,clevelandensis,,X1698,1,1915154,,Complete Genome,58.61,lawsonella,0
GCA_001293125.1,HMT-173,Lawsonella,clevelandensis,,X1036,1,1860551,,Complete Genome,58.59,lawsonella,0
GCA_900610365.2,HMT-173,Lawsonella,clevelandensis,,USB-603019,1,1877010,,Chromosome,58.59,lawsonella,0
GCA_905373635.1,HMT-173,Lawsonella,clevelandensis,,SRR9217479-mag-bin.15,100,1785088,yes,Contig,58.44,lawsonella,0
GCA_946223255.1,HMT-173,Lawsonella,clevelandensis,,yPK97vJ9D2_bin.2.MAG,64,1816676,yes,Contig,58.42,lawsonella,0
GCA_000211375.1,HMT-881,Lentilactobacillus,buchneri,,NRRL B-30929,4,2588309,,Complete Genome,44.23,lentilactobacillus,0
GCA_000298115.2,HMT-881,Lentilactobacillus,buchneri,,CD034,4,2563168,,Complete Genome,44.21,lentilactobacillus,0
GCA_001434735.1,HMT-881,Lentilactobacillus,buchneri,,DSM 20057,90,2446657,,Contig,44.41,lentilactobacillus,0
